filename,r,shannon,simpson
random_7,2,0.9952025263913458,0.49699514823549384
random_7,3,1.076542213863805,0.5257098260167847
random_7,4,1.0982810216688716,0.527758724791692
random_7,5,1.1084036892577491,0.5276525616790266
random_8,1,1.0383773848565363,0.5397732426303855
random_8,2,1.1075083706265363,0.5734431012795093
random_8,3,1.1808560020587988,0.5899872237371523
random_8,4,1.2128193305241664,0.5948807762319519
random_8,5,1.2432415301516426,0.6028392870773484
random_9,1,1.3616119177904573,0.6966995397764629
random_9,2,1.2972806348587649,0.6727120868631429
random_9,3,1.348977848432333,0.674697711223867
random_9,4,1.3516872071101251,0.6741695220719117
random_9,5,1.3810651850147686,0.6827133804166213
