filename,init_locs,seed,sample_id,type_id,r,0,1,2,3,4,5,6,7,8
random_1,R1,0,4,0,1,0.0,0.0,0.5384615384615384,0.0,0.0,0.0,0.0,0.0,0.0
random_1,R1,0,4,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,R1,0,4,2,1,0.5384615384615384,0.0,0.0,0.5384615384615384,0.5384615384615384,0.0,0.0,0.0,0.0
random_1,R1,0,4,3,1,0.0,0.0,0.5384615384615384,0.0,0.0,0.0,0.0,0.0,0.0
random_1,R1,0,4,4,1,0.0,0.0,0.5384615384615384,0.0,0.0,0.0,0.0,0.0,0.0
random_1,R1,0,4,5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,R1,0,4,6,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,R1,0,4,7,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,R1,0,4,8,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,R1,0,5,0,1,0.0,0.0,0.14529914529914528,0.7777777777777778,0.2222222222222222,0.0,0.0,0.0,0.0
random_1,R1,0,5,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,R1,0,5,2,1,0.14529914529914528,0.0,0.0,0.9230769230769231,0.07692307692307693,0.0,0.0,0.0,0.0
random_1,R1,0,5,3,1,0.7777777777777778,0.0,0.9230769230769231,0.0,1.0,0.0,0.0,0.0,0.0
random_1,R1,0,5,4,1,0.2222222222222222,0.0,0.07692307692307693,1.0,0.0,0.0,0.0,0.0,0.0
random_1,R1,0,5,5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,R1,0,5,6,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,R1,0,5,7,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,R1,0,5,8,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,R1,0,6,0,1,0.0,0.0,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,0.0
random_1,R1,0,6,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,R1,0,6,2,1,0.07692307692307693,0.0,0.0,0.07692307692307693,0.07692307692307693,0.0,0.0,0.0,0.0
random_1,R1,0,6,3,1,0.0,0.0,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,0.0
random_1,R1,0,6,4,1,0.0,0.0,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,0.0
random_1,R1,0,6,5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,R1,0,6,6,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,R1,0,6,7,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,R1,0,6,8,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,R1,0,7,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,R1,0,7,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,R1,0,7,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,R1,0,7,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,R1,0,7,4,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,R1,0,7,5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,R1,0,7,6,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,R1,0,7,7,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,R1,0,7,8,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,R1,0,8,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,R1,0,8,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,R1,0,8,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,R1,0,8,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,R1,0,8,4,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,R1,0,8,5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,R1,0,8,6,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,R1,0,8,7,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,R1,0,8,8,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,R1,0,9,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,R1,0,9,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,R1,0,9,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,R1,0,9,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,R1,0,9,4,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,R1,0,9,5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,R1,0,9,6,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,R1,0,9,7,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,R1,0,9,8,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,R1,0,10,0,1,0.0,0.0,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.0,0.0,0.0,0.0
random_1,R1,0,10,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,R1,0,10,2,1,0.7777777777777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,R1,0,10,3,1,0.7777777777777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,R1,0,10,4,1,0.7777777777777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,R1,0,10,5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,R1,0,10,6,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,R1,0,10,7,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,R1,0,10,8,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,R1,0,11,0,1,0.0,0.0,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,0.0
random_1,R1,0,11,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,R1,0,11,2,1,0.07692307692307693,0.0,0.0,0.07692307692307693,0.07692307692307693,0.0,0.0,0.0,0.0
random_1,R1,0,11,3,1,0.0,0.0,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,0.0
random_1,R1,0,11,4,1,0.0,0.0,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,0.0
random_1,R1,0,11,5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,R1,0,11,6,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,R1,0,11,7,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,R1,0,11,8,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,R1,0,0,0,2,0.0,0.0,0.058823529411764705,0.0,0.0,0.0,0.0,0.0,0.0
random_1,R1,0,0,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,R1,0,0,2,2,0.058823529411764705,0.0,0.0,0.058823529411764705,0.058823529411764705,0.0,0.0,0.0,0.0
random_1,R1,0,0,3,2,0.0,0.0,0.058823529411764705,0.0,0.0,0.0,0.0,0.0,0.0
random_1,R1,0,0,4,2,0.0,0.0,0.058823529411764705,0.0,0.0,0.0,0.0,0.0,0.0
random_1,R1,0,0,5,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,R1,0,0,6,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,R1,0,0,7,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,R1,0,0,8,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,R1,0,1,0,2,0.0,0.0,0.06896551724137931,0.06896551724137931,0.06896551724137931,0.0,0.0,0.0,0.0
random_1,R1,0,1,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,R1,0,1,2,2,0.06896551724137931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,R1,0,1,3,2,0.06896551724137931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,R1,0,1,4,2,0.06896551724137931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,R1,0,1,5,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,R1,0,1,6,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,R1,0,1,7,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,R1,0,1,8,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,R1,0,2,0,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
random_1,R1,0,2,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,R1,0,2,2,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
random_1,R1,0,2,3,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
random_1,R1,0,2,4,2,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
random_1,R1,0,2,5,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,R1,0,2,6,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,R1,0,2,7,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,R1,0,2,8,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,R1,0,3,0,2,0.0,0.0,0.20588235294117646,0.0,0.0,0.0,0.0,0.0,0.0
random_1,R1,0,3,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,R1,0,3,2,2,0.20588235294117646,0.0,0.0,0.20588235294117646,0.20588235294117646,0.0,0.0,0.0,0.0
random_1,R1,0,3,3,2,0.0,0.0,0.20588235294117646,0.0,0.0,0.0,0.0,0.0,0.0
random_1,R1,0,3,4,2,0.0,0.0,0.20588235294117646,0.0,0.0,0.0,0.0,0.0,0.0
random_1,R1,0,3,5,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,R1,0,3,6,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,R1,0,3,7,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,R1,0,3,8,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,R1,0,4,0,2,0.0,0.0,0.35294117647058826,0.0,0.0,0.0,0.0,0.0,0.0
random_1,R1,0,4,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,R1,0,4,2,2,0.35294117647058826,0.0,0.0,0.35294117647058826,0.35294117647058826,0.0,0.0,0.0,0.0
random_1,R1,0,4,3,2,0.0,0.0,0.35294117647058826,0.0,0.0,0.0,0.0,0.0,0.0
random_1,R1,0,4,4,2,0.0,0.0,0.35294117647058826,0.0,0.0,0.0,0.0,0.0,0.0
random_1,R1,0,4,5,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,R1,0,4,6,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,R1,0,4,7,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,R1,0,4,8,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,R1,0,5,0,2,0.0,0.0,0.1977687626774848,0.5782493368700266,0.3448275862068966,0.0,0.0,0.0,0.0
random_1,R1,0,5,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,R1,0,5,2,2,0.1977687626774848,0.0,0.0,0.7760180995475113,0.14705882352941177,0.0,0.0,0.0,0.0
random_1,R1,0,5,3,2,0.5782493368700266,0.0,0.7760180995475113,0.0,0.9230769230769231,0.0,0.0,0.0,0.0
random_1,R1,0,5,4,2,0.3448275862068966,0.0,0.14705882352941177,0.9230769230769231,0.0,0.0,0.0,0.0,0.0
random_1,R1,0,5,5,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,R1,0,5,6,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,R1,0,5,7,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,R1,0,5,8,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,R1,0,6,0,2,0.0,0.0,0.058823529411764705,0.0,0.0,0.0,0.0,0.0,0.0
random_1,R1,0,6,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,R1,0,6,2,2,0.058823529411764705,0.0,0.0,0.058823529411764705,0.058823529411764705,0.0,0.0,0.0,0.0
random_1,R1,0,6,3,2,0.0,0.0,0.058823529411764705,0.0,0.0,0.0,0.0,0.0,0.0
random_1,R1,0,6,4,2,0.0,0.0,0.058823529411764705,0.0,0.0,0.0,0.0,0.0,0.0
random_1,R1,0,6,5,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,R1,0,6,6,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,R1,0,6,7,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,R1,0,6,8,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,R1,0,7,0,2,0.0,0.0,0.029411764705882353,0.0,0.0,0.0,0.0,0.0,0.0
random_1,R1,0,7,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,R1,0,7,2,2,0.029411764705882353,0.0,0.0,0.029411764705882353,0.029411764705882353,0.0,0.0,0.0,0.0
random_1,R1,0,7,3,2,0.0,0.0,0.029411764705882353,0.0,0.0,0.0,0.0,0.0,0.0
random_1,R1,0,7,4,2,0.0,0.0,0.029411764705882353,0.0,0.0,0.0,0.0,0.0,0.0
random_1,R1,0,7,5,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,R1,0,7,6,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,R1,0,7,7,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,R1,0,7,8,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,R1,0,8,0,2,0.0,0.0,0.06896551724137931,0.007957559681697618,0.06896551724137931,0.0,0.0,0.0,0.0
random_1,R1,0,8,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,R1,0,8,2,2,0.06896551724137931,0.0,0.0,0.07692307692307693,0.0,0.0,0.0,0.0,0.0
random_1,R1,0,8,3,2,0.007957559681697618,0.0,0.07692307692307693,0.0,0.07692307692307693,0.0,0.0,0.0,0.0
random_1,R1,0,8,4,2,0.06896551724137931,0.0,0.0,0.07692307692307693,0.0,0.0,0.0,0.0,0.0
random_1,R1,0,8,5,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,R1,0,8,6,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,R1,0,8,7,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,R1,0,8,8,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,R1,0,9,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,R1,0,9,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,R1,0,9,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,R1,0,9,3,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,R1,0,9,4,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,R1,0,9,5,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,R1,0,9,6,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,R1,0,9,7,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,R1,0,9,8,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,R1,0,10,0,2,0.0,0.0,0.5172413793103449,0.5172413793103449,0.5172413793103449,0.0,0.0,0.0,0.0
random_1,R1,0,10,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,R1,0,10,2,2,0.5172413793103449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,R1,0,10,3,2,0.5172413793103449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,R1,0,10,4,2,0.5172413793103449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,R1,0,10,5,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,R1,0,10,6,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,R1,0,10,7,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,R1,0,10,8,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,R1,0,11,0,2,0.0,0.0,0.14705882352941177,0.0,0.0,0.0,0.0,0.0,0.0
random_1,R1,0,11,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,R1,0,11,2,2,0.14705882352941177,0.0,0.0,0.14705882352941177,0.14705882352941177,0.0,0.0,0.0,0.0
random_1,R1,0,11,3,2,0.0,0.0,0.14705882352941177,0.0,0.0,0.0,0.0,0.0,0.0
random_1,R1,0,11,4,2,0.0,0.0,0.14705882352941177,0.0,0.0,0.0,0.0,0.0,0.0
random_1,R1,0,11,5,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,R1,0,11,6,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,R1,0,11,7,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,R1,0,11,8,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,R1,0,0,0,3,0.0,0.0,0.04477611940298507,0.0,0.0,0.0,0.0,0.0,0.0
random_1,R1,0,0,1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,R1,0,0,2,3,0.04477611940298507,0.0,0.0,0.04477611940298507,0.04477611940298507,0.04477611940298507,0.0,0.0,0.0
random_1,R1,0,0,3,3,0.0,0.0,0.04477611940298507,0.0,0.0,0.0,0.0,0.0,0.0
random_1,R1,0,0,4,3,0.0,0.0,0.04477611940298507,0.0,0.0,0.0,0.0,0.0,0.0
random_1,R1,0,0,5,3,0.0,0.0,0.04477611940298507,0.0,0.0,0.0,0.0,0.0,0.0
random_1,R1,0,0,6,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,R1,0,0,7,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,R1,0,0,8,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,R1,0,1,0,3,0.0,0.0,0.078125,0.078125,0.078125,0.5885416666666666,0.0,0.0,0.0
random_1,R1,0,1,1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,R1,0,1,2,3,0.078125,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0
random_1,R1,0,1,3,3,0.078125,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0
random_1,R1,0,1,4,3,0.078125,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0
random_1,R1,0,1,5,3,0.5885416666666666,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0,0.0,0.0,0.0
random_1,R1,0,1,6,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,R1,0,1,7,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,R1,0,1,8,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,R1,0,2,0,3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
random_1,R1,0,2,1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,R1,0,2,2,3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
random_1,R1,0,2,3,3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
random_1,R1,0,2,4,3,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
random_1,R1,0,2,5,3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
random_1,R1,0,2,6,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,R1,0,2,7,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,R1,0,2,8,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,R1,0,3,0,3,0.0,0.0,0.2537313432835821,0.0,0.0,0.0,0.0,0.0,0.0
random_1,R1,0,3,1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,R1,0,3,2,3,0.2537313432835821,0.0,0.0,0.2537313432835821,0.2537313432835821,0.2537313432835821,0.0,0.0,0.0
random_1,R1,0,3,3,3,0.0,0.0,0.2537313432835821,0.0,0.0,0.0,0.0,0.0,0.0
random_1,R1,0,3,4,3,0.0,0.0,0.2537313432835821,0.0,0.0,0.0,0.0,0.0,0.0
random_1,R1,0,3,5,3,0.0,0.0,0.2537313432835821,0.0,0.0,0.0,0.0,0.0,0.0
random_1,R1,0,3,6,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,R1,0,3,7,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,R1,0,3,8,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,R1,0,4,0,3,0.0,0.0,0.2679570895522388,0.015625,0.015625,0.015625,0.0,0.0,0.0
random_1,R1,0,4,1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,R1,0,4,2,3,0.2679570895522388,0.0,0.0,0.2835820895522388,0.2835820895522388,0.2835820895522388,0.0,0.0,0.0
random_1,R1,0,4,3,3,0.015625,0.0,0.2835820895522388,0.0,0.0,0.0,0.0,0.0,0.0
random_1,R1,0,4,4,3,0.015625,0.0,0.2835820895522388,0.0,0.0,0.0,0.0,0.0,0.0
random_1,R1,0,4,5,3,0.015625,0.0,0.2835820895522388,0.0,0.0,0.0,0.0,0.0,0.0
