filename,r,acc,prec,rec
random_19,4,0.7777777777777778,1.0,0.7777777777777778
random_19,5,0.7777777777777778,1.0,0.7777777777777778
random_20,1,0.6666666666666666,1.0,0.625
random_20,2,0.6666666666666666,1.0,0.625
random_20,3,0.6666666666666666,1.0,0.625
random_20,4,0.6666666666666666,1.0,0.625
random_20,5,0.6666666666666666,1.0,0.625
clustered_1,1,0.4444444444444444,1.0,0.4444444444444444
clustered_1,2,0.7777777777777778,1.0,0.7777777777777778
clustered_1,3,1.0,1.0,1.0
clustered_1,4,1.0,1.0,1.0
clustered_1,5,1.0,1.0,1.0
clustered_2,1,0.7777777777777778,1.0,0.7777777777777778
clustered_2,2,0.7777777777777778,1.0,0.7777777777777778
clustered_2,3,0.8888888888888888,1.0,0.8888888888888888
clustered_2,4,0.8888888888888888,1.0,0.8888888888888888
clustered_2,5,0.8888888888888888,1.0,0.8888888888888888
clustered_3,1,0.4444444444444444,1.0,0.4444444444444444
clustered_3,2,0.4444444444444444,1.0,0.4444444444444444
clustered_3,3,0.4444444444444444,1.0,0.4444444444444444
clustered_3,4,0.5555555555555556,1.0,0.5555555555555556
clustered_3,5,0.5555555555555556,1.0,0.5555555555555556
clustered_4,1,0.4444444444444444,1.0,0.4444444444444444
clustered_4,2,0.7777777777777778,1.0,0.7777777777777778
clustered_4,3,0.7777777777777778,1.0,0.7777777777777778
clustered_4,4,0.7777777777777778,1.0,0.7777777777777778
clustered_4,5,0.7777777777777778,1.0,0.7777777777777778
clustered_5,1,0.4444444444444444,1.0,0.4444444444444444
clustered_5,2,0.6666666666666666,1.0,0.6666666666666666
clustered_5,3,0.6666666666666666,1.0,0.6666666666666666
clustered_5,4,0.6666666666666666,1.0,0.6666666666666666
clustered_5,5,0.6666666666666666,1.0,0.6666666666666666
clustered_6,1,0.6666666666666666,1.0,0.6666666666666666
clustered_6,2,0.7777777777777778,1.0,0.7777777777777778
clustered_6,3,0.8888888888888888,1.0,0.8888888888888888
clustered_6,4,0.8888888888888888,1.0,0.8888888888888888
clustered_6,5,0.8888888888888888,1.0,0.8888888888888888
clustered_7,1,0.5555555555555556,1.0,0.5
clustered_7,2,0.5555555555555556,1.0,0.5
clustered_7,3,0.6666666666666666,1.0,0.625
clustered_7,4,0.6666666666666666,1.0,0.625
clustered_7,5,0.6666666666666666,1.0,0.625
clustered_8,1,0.3333333333333333,1.0,0.3333333333333333
clustered_8,2,0.5555555555555556,1.0,0.5555555555555556
clustered_8,3,0.5555555555555556,1.0,0.5555555555555556
clustered_8,4,0.6666666666666666,1.0,0.6666666666666666
clustered_8,5,0.7777777777777778,1.0,0.7777777777777778
clustered_9,1,0.3333333333333333,1.0,0.3333333333333333
clustered_9,2,0.7777777777777778,1.0,0.7777777777777778
clustered_9,3,0.8888888888888888,1.0,0.8888888888888888
clustered_9,4,0.8888888888888888,1.0,0.8888888888888888
clustered_9,5,1.0,1.0,1.0
clustered_10,1,0.6666666666666666,1.0,0.6666666666666666
clustered_10,2,0.7777777777777778,1.0,0.7777777777777778
clustered_10,3,0.8888888888888888,1.0,0.8888888888888888
clustered_10,4,0.8888888888888888,1.0,0.8888888888888888
clustered_10,5,1.0,1.0,1.0
clustered_11,1,0.5555555555555556,1.0,0.5555555555555556
clustered_11,2,0.6666666666666666,1.0,0.6666666666666666
clustered_11,3,0.8888888888888888,1.0,0.8888888888888888
clustered_11,4,0.8888888888888888,1.0,0.8888888888888888
clustered_11,5,0.8888888888888888,1.0,0.8888888888888888
clustered_12,1,0.4444444444444444,1.0,0.4444444444444444
clustered_12,2,0.4444444444444444,1.0,0.4444444444444444
clustered_12,3,0.4444444444444444,1.0,0.4444444444444444
clustered_12,4,0.4444444444444444,1.0,0.4444444444444444
clustered_12,5,0.4444444444444444,1.0,0.4444444444444444
clustered_13,1,0.6666666666666666,1.0,0.6666666666666666
clustered_13,2,0.8888888888888888,1.0,0.8888888888888888
clustered_13,3,0.8888888888888888,1.0,0.8888888888888888
clustered_13,4,0.8888888888888888,1.0,0.8888888888888888
clustered_13,5,0.8888888888888888,1.0,0.8888888888888888
clustered_14,1,0.6666666666666666,1.0,0.6666666666666666
clustered_14,2,0.7777777777777778,1.0,0.7777777777777778
clustered_14,3,0.8888888888888888,1.0,0.8888888888888888
clustered_14,4,0.8888888888888888,1.0,0.8888888888888888
clustered_14,5,1.0,1.0,1.0
clustered_15,1,0.4444444444444444,1.0,0.4444444444444444
clustered_15,2,0.5555555555555556,1.0,0.5555555555555556
clustered_15,3,0.7777777777777778,1.0,0.7777777777777778
clustered_15,4,0.7777777777777778,1.0,0.7777777777777778
clustered_15,5,0.8888888888888888,1.0,0.8888888888888888
clustered_16,1,0.4444444444444444,1.0,0.4444444444444444
clustered_16,2,0.6666666666666666,1.0,0.6666666666666666
clustered_16,3,0.7777777777777778,1.0,0.7777777777777778
clustered_16,4,1.0,1.0,1.0
clustered_16,5,1.0,1.0,1.0
clustered_17,1,0.8888888888888888,1.0,0.8888888888888888
clustered_17,2,1.0,1.0,1.0
clustered_17,3,1.0,1.0,1.0
clustered_17,4,1.0,1.0,1.0
clustered_17,5,1.0,1.0,1.0
clustered_18,1,0.4444444444444444,1.0,0.4444444444444444
clustered_18,2,0.5555555555555556,1.0,0.5555555555555556
clustered_18,3,0.6666666666666666,1.0,0.6666666666666666
clustered_18,4,0.7777777777777778,1.0,0.7777777777777778
clustered_18,5,0.7777777777777778,1.0,0.7777777777777778
clustered_19,1,0.4444444444444444,1.0,0.375
clustered_19,2,0.6666666666666666,1.0,0.625
clustered_19,3,0.7777777777777778,1.0,0.75
clustered_19,4,0.7777777777777778,1.0,0.75
clustered_19,5,0.8888888888888888,1.0,0.875
clustered_20,1,0.5555555555555556,1.0,0.5555555555555556
clustered_20,2,0.7777777777777778,1.0,0.7777777777777778
clustered_20,3,0.7777777777777778,1.0,0.7777777777777778
clustered_20,4,0.7777777777777778,1.0,0.7777777777777778
clustered_20,5,0.7777777777777778,1.0,0.7777777777777778
