filename,r,sample_id,mae,mdae,r2
random_6,4,10,0.2832535230352304,0.0688,-0.2903900302711384
random_6,4,11,1.1504621951219511,0.0688,-26.358473045253987
random_6,5,0,0.2685388888888889,0.02845,-0.30387470192226473
random_6,5,1,0.28382777777777773,0.0688,-0.3144548204385882
random_6,5,2,0.28382777777777773,0.0688,-0.3144548204385882
random_6,5,3,0.28382777777777773,0.0688,-0.3144548204385882
random_6,5,4,0.27722140255009103,0.06234754098360651,-0.3110728340776727
random_6,5,5,0.28311083788706737,0.06234754098360651,-0.31408779906174944
random_6,5,6,0.28382777777777773,0.0688,-0.3144548204385882
random_6,5,7,0.28382777777777773,0.0688,-0.3144548204385882
random_6,5,8,0.7069062841530055,0.0688,-8.104003506734228
random_6,5,9,4.095932695810565,0.0688,-560.4012793370688
random_6,5,10,0.32731867030965384,0.13309508196721306,-0.41847628761443834
random_6,5,11,0.9101966302367942,0.06234754098360651,-15.056962025511247
random_7,1,0,0.46697222222222223,0.1611,-0.45633444278025026
random_7,1,1,0.4559277777777779,0.1611,0.0034209357368135684
random_7,1,2,0.46697222222222223,0.1611,-0.45633444278025026
random_7,1,3,0.46697222222222223,0.1611,-0.45633444278025026
random_7,1,4,1.4073722222222222,0.1611,-25.646077906881377
